product_id,category,sub_category,discounted_price,actual_price,discount_percentage,rating,rating_count,After_discount
B08JV91JTK,HandMixers,Unknown,474,1299,0.64,4.1,550,825
B0BQ3K23Y1,HandBlenders,Unknown,279,499,0.44,4.8,28,220
B09MT94QLL,CeilingFans,Unknown,1999,4775,0.58,4.2,1353,2776
B07NKNBTT3,"Irons,Steamers&Accessories",LintShavers,799,1230,0.35,4.1,2138,431
B09KPXTZXN,MiniFoodProcessors&Choppers,Unknown,949,1999,0.53,4,1679,1050
B078HG2ZPS,Mills&Grinders,WetGrinders,3657.66,5156,0.29,3.9,12837,1498.34
B07N2MGB3G,OvenToasterGrills,Unknown,1699,1999,0.15,4.1,8873,300
B008LN8KDM,"Irons,Steamers&Accessories",Irons,1849,2095,0.12,4.3,7681,246
B08MZNT7GP,FanHeaters,Unknown,12499,19825,0.37,4.1,322,7326
B009P2L7CO,"Irons,Steamers&Accessories",Irons,1099,1920,0.43,4.2,9772,821
B07YC8JHMB,WaterFilters&Purifiers,Unknown,8199,16000,0.49,3.9,18497,7801
B0BNQMF152,JuicerMixerGrinders,Unknown,499,2199,0.77,3.7,53,1700
B08J7VCT12,Vacuums&FloorCare,Vacuums,6999,14999,0.53,4.1,1728,8000
B0989W6J2F,VacuumSealers,Unknown,1595,1799,0.11,4,2877,204
B0B84KSH3X,"Irons,Steamers&Accessories",Irons,1049,1950,0.46,3.8,250,901
B08HLC7Z3G,Kettles&HotWaterDispensers,Kettle&ToasterSets,1182,2995,0.61,4.2,5178,1813
B0BN6M3TCM,"Irons,Steamers&Accessories",LintShavers,499,999,0.5,4.6,79,500
B01L6MT7E0,HEPAAirPurifiers,Unknown,8799,11995,0.27,4.1,4157,3196
B0B9F9PT8R,ElectricHeaters,Unknown,1529,2999,0.49,3.3,29,1470
B0883LQJ6B,"Irons,Steamers&Accessories",Irons,1199,1690,0.29,4.2,4580,491
B099Z83VRC,EggBoilers,Unknown,1052,1790,0.41,4.3,1404,738
B00S9BSJC8,Juicers,Unknown,6499,8995,0.28,4.3,2810,2496
B0B4SJKRDF,DigitalKitchenScales,DigitalScales,239,239,0,4.3,7,0
B0BM4KTNL1,HandBlenders,Unknown,699,1599,0.56,4.7,1729,900
B08S6RKT4L,Unknown,Unknown,2599,4290,0.39,4.4,2116,1691
B09SZ5TWHW,Vacuums&FloorCare,Vacuums,1547,2890,0.46,3.9,463,1343
B0BLC2BYPX,HandBlenders,Unknown,499,1299,0.62,4.7,54,800
B00P0R95EA,ImmersionRods,Unknown,510,640,0.2,4.1,7229,130
B07W4HTS8Q,InstantWaterHeaters,Unknown,1899,3790,0.5,3.8,3842,1891
B078JBK4GX,InstantWaterHeaters,Unknown,2599,4560,0.43,4.4,646,1961
B08S7V8YTN,EggBoilers,Unknown,1199,3500,0.66,4.3,1802,2301
B07H5PBN54,InstantWaterHeaters,Unknown,999,2600,0.62,3.4,252,1601
B07YCBSCYB,InductionCooktop,Unknown,1999,3300,0.39,4.2,780,1301
B098T9CJVQ,HandBlenders,Unknown,210,699,0.7,3.7,74,489
B01KCSGBU2,HEPAAirPurifiers,Unknown,14499,23559,0.38,4.3,2026,9060
B095XCRDQW,LaundryBaskets,Unknown,950,1599,0.41,4.3,5911,649
B09CTWFV5W,DeepFatFryers,AirFryers,7199,9995,0.28,4.4,1964,2796
B0B7NWGXS6,ElectricHeaters,Unknown,2439,2545,0.04,4.1,25,106
B07DZ986Q2,"Irons,Steamers&Accessories",Irons,7799,8995,0.13,4,3160,1196
B07KKJPTWB,MiniFoodProcessors&Choppers,Unknown,1599,1999,0.2,4.4,1558,400
B071R3LHFM,MixerGrinders,Unknown,2899,5500,0.47,3.8,8958,2601
B086X18Q71,Sewing&EmbroideryMachines,Unknown,9799,12150,0.19,4.3,13251,2351
B07WVQG8WZ,"Irons,Steamers&Accessories",Irons,3299,4995,0.34,3.8,1393,1696
B0BFBNXS94,HandBlenders,Unknown,669,1499,0.55,2.3,13,830
B071113J7M,JuicerMixerGrinders,Unknown,5890,7506,0.22,4.5,7241,1616
B09YLWT89W,WaterFilters&Purifiers,Unknown,9199,18000,0.49,4,16020,8801
B0814LP6S9,LaundryBaskets,Unknown,351,1099,0.68,3.7,1470,748
B07BKSSDR2,WeighingScales,DigitalBathroomScales,899,1900,0.53,4,3663,1001
B09VGS66FV,Kettles&HotWaterDispensers,Kettle&ToasterSets,1349,1850,0.27,4.4,638,501
B07RCGTZ4M,Vacuums&FloorCare,Vacuums,6236,9999,0.38,4.1,3552,3763
B0747VDH9L,HandBlenders,Unknown,2742,3995,0.31,4.4,11148,1253
B08XLR6DSB,Sewing&EmbroideryMachines,Unknown,721,1499,0.52,3.1,2449,778
B08H6CZSHT,"Irons,Steamers&Accessories",Irons,2903,3295,0.12,4.3,2299,392
B07CVR2L5K,MiniFoodProcessors&Choppers,Unknown,1656,2695,0.39,4.4,6027,1039
B09J4YQYX3,EggBoilers,Unknown,1399,2290,0.39,4.4,461,891
B0B2DD8BQ8,SandwichMakers,Unknown,2079,3099,0.33,4.1,282,1020
B0123P3PWE,ImmersionRods,Unknown,999,1075,0.07,4.1,9275,76
B08HDCWDXD,Vacuums&FloorCare,Vacuums,3179,6999,0.55,4,743,3820
B0836JGZ74,InstantWaterHeaters,Unknown,1049,2499,0.58,3.6,328,1450
B0BCKJJN8R,InstantWaterHeaters,Unknown,3599,7290,0.51,3.9,942,3691
B008P7IF02,EspressoMachines,Unknown,4799,5795,0.17,3.9,3815,996
B08CNLYKW5,MixerGrinders,Unknown,1699,3398,0.5,3.8,7988,1699
B08C7TYHPB,Kettles&HotWaterDispensers,Kettle&ToasterSets,664,1490,0.55,4.1,925,826
B08VJFYH6N,TableFans,Unknown,948,1620,0.41,4.1,4370,672
B08235JZFB,"Irons,Steamers&Accessories",Irons,850,1000,0.15,4.1,7619,150
B078XFKBZL,WaterCartridges,Unknown,600,640,0.06,3.8,2593,40
B01M265AAK,ElectricHeaters,Unknown,3711,4495,0.17,4.3,356,784
B0B694PXQJ,DigitalKitchenScales,Unknown,799,2999,0.73,4.5,63,2200
B00B3VFJY2,WaterPurifierAccessories,Unknown,980,980,0,4.2,4740,0
B08W9BK4MD,LaundryBaskets,Unknown,351,899,0.61,3.9,296,548
B09X5HD5T1,MilkFrothers,Unknown,229,499,0.54,3.5,185,270
B08H6B3G96,"Irons,Steamers&Accessories",Irons,3349,3995,0.16,4.3,1954,646
B09N3BFP4M,StorageWaterHeaters,Unknown,5499,11500,0.52,3.9,959,6001
B09DSQXCM8,"Irons,Steamers&Accessories",LintShavers,299,499,0.4,3.9,1015,200
B01M69WCZ6,Unknown,Unknown,2249,3550,0.37,4,3973,1301
B0BM9H2NY9,EggBoilers,Unknown,699,1599,0.56,4.7,2300,900
B099FDW2ZF,ElectricHeaters,Unknown,1235,1499,0.18,4.1,203,264
B0B935YNR7,MiniFoodProcessors&Choppers,Unknown,1349,2999,0.55,3.8,441,1650
B07JGCGNDG,StorageWaterHeaters,Unknown,6800,11500,0.41,4.1,10308,4700
B07GWTWFS2,SandwichMakers,Unknown,1699,1975,0.14,4.1,4716,276
B09KRHXTLN,FanHeaters,Unknown,1069,1699,0.37,3.9,313,630
B09H34V36W,FanHeaters,Unknown,1349,2495,0.46,3.8,166,1146
B09J2QCKKM,ImmersionRods,Unknown,1499,3500,0.57,4.1,303,2001
B09XRBJ94N,SandwichMakers,Unknown,2092,4600,0.55,4.3,562,2508
B07SLNG3LW,Vacuums&FloorCare,Vacuums,3859,10295,0.63,3.9,8095,6436
B0BNDGL26T,JuicerMixerGrinders,Unknown,499,2199,0.77,2.8,109,1700
B095PWLLY6,CeilingFans,Unknown,1804,2380,0.24,4,15382,576
B07Y9PY6Y1,JuicerMixerGrinders,Unknown,6525,8820,0.26,4.5,5137,2295
B0BJ966M5K,WaterFilters&Purifiers,Unknown,4999,24999,0.8,4.6,124,20000
B086GVRP63,DripCoffeeMachines,Unknown,1189,2400,0.5,4.1,618,1211
B08MVXPTDG,FanHeaters,Unknown,2590,4200,0.38,4.1,63,1610
B0BMZ6SY89,FanHeaters,Unknown,899,1599,0.44,3.4,15,700
B09P1MFKG1,FanHeaters,Unknown,998,2999,0.67,4.6,9,2001
B01LY9W8AF,LaundryBaskets,Unknown,998.06,1282,0.22,4.2,7274,283.94
B07ZJND9B9,CeilingFans,Unknown,1099,1990,0.45,3.9,5911,891
B0B2CWRDB1,"PressureWashers,Steam&WindowCleaners",Unknown,5999,9999,0.4,4.2,170,4000
B072NCN9M4,Vacuums&FloorCare,Vacuums,8886,11850,0.25,4.2,3065,2964
B08SKZ2RMG,"Irons,Steamers&Accessories",LintShavers,475,999,0.52,4.1,1021,524
B0B53DS4TF,DeepFatFryers,AirFryers,4995,20049,0.75,4.8,3964,15054
B08BJN4MP3,WaterFilters&Purifiers,Unknown,13999,24850,0.44,4.4,8948,10851
B0BCYQY9X5,WaterFilters&Purifiers,Unknown,8499,16490,0.48,4.3,97,7991
B009UORDX4,"Irons,Steamers&Accessories",Irons,949,975,0.03,4.3,7223,26
B08VGDBF3B,LaundryBaskets,Unknown,395,499,0.21,4,330,104
B012ELCYUG,SmallApplianceParts&Accessories,StandMixerAccessories,635,635,0,4.3,4570,0
B07S9M8YTY,"Irons,Steamers&Accessories",Irons,717,1390,0.48,4,4867,673
B0B19VJXQZ,Vacuums&FloorCare,Vacuums,27900,59900,0.53,4.4,5298,32000
B00SMFPJG0,WaterCartridges,Unknown,649,670,0.03,4.1,7786,21
B0BHYLCL19,WaterPurifierAccessories,Unknown,193,399,0.52,3.6,37,206
B0BPJBTB3F,FanHeaters,Unknown,1299,2495,0.48,2,2,1196
B08MXJYB2V,MixerGrinders,Unknown,2449,3390,0.28,4,5206,941
B081B1JL35,InstantWaterHeaters,Unknown,1049,2499,0.58,3.7,638,1450
B09VL9KFDB,TableFans,Unknown,2399,4200,0.43,3.8,397,1801
B0B1MDZV9C,Vacuums&FloorCare,Vacuums,2286,4495,0.49,3.9,326,2209
B08TT63N58,Juicers,Unknown,499,2199,0.77,3.1,3527,1700
B08YK7BBD2,VacuumSealers,Unknown,429,999,0.57,3,617,570
B07YQ5SN4H,SandwichMakers,Unknown,299,595,0.5,4,314,296
B0B7FJNSZR,WaterFilters&Purifiers,Unknown,5395,19990,0.73,4.4,535,14595
B01N6IJG0F,"Irons,Steamers&Accessories",Irons,559,1010,0.45,4.1,17325,451
B0B84QN4CN,"Irons,Steamers&Accessories",Irons,660,1100,0.4,3.6,91,440
B0B8ZM9RVV,EggBoilers,Unknown,419,999,0.58,4.4,227,580
B01892MIPA,StorageWaterHeaters,Unknown,7349,10900,0.33,4.2,11957,3551
B08ZHYNTM1,CeilingFans,Unknown,2899,4005,0.28,4.3,7140,1106
B09SDDQQKP,Vacuums&FloorCare,Vacuums,1799,3295,0.45,3.8,687,1496
B0B5RP43VN,SandwichMakers,Unknown,1474,4650,0.68,4.1,1045,3176
B096NTB9XT,WaterFilters&Purifiers,Unknown,15999,24500,0.35,4,11206,8501
B078JF6X9B,InstantWaterHeaters,Unknown,3645,6070,0.4,4.2,561,2425
B08CGW4GYR,HandBlenders,Unknown,375,999,0.62,3.6,1988,624
B00A328ENA,Rice&PastaCookers,Unknown,2976,3945,0.25,4.2,3740,969
B0763K5HLQ,MilkFrothers,Unknown,1099,1499,0.27,4.1,4401,400
B09PDZNSBG,"Irons,Steamers&Accessories",Irons,2575,6700,0.62,4.2,611,4125
B085LPT5F4,MixerGrinders,Unknown,1649,2800,0.41,3.9,2162,1151
B0B9RZ4G4W,HandBlenders,Unknown,799,1699,0.53,4,97,900
B0085W2MUQ,HandBlenders,Unknown,765,970,0.21,4.2,6055,205
B09474JWN6,"Irons,Steamers&Accessories",LintShavers,999,1500,0.33,4.2,386,501
B09G2VTHQM,YogurtMakers,Unknown,587,1295,0.55,4.1,557,708
B07R679HTT,Juicers,ColdPressJuicers,12609,23999,0.47,4.4,2288,11390
B00B7GKXMG,"Irons,Steamers&Accessories",Irons,699,850,0.18,4.1,1106,151
B07H3N8RJH,Vacuums&FloorCare,Vacuums,3799,6000,0.37,4.2,11935,2201
B07K2HVKLL,ImmersionRods,Unknown,640,1020,0.37,4.1,5059,380
B09MQ9PDHR,FanHeaters,Unknown,979,1999,0.51,3.9,157,1020
B014HDJ7ZE,InstantWaterHeaters,Unknown,5365,7445,0.28,3.9,3584,2080
B07D2NMTTV,"Irons,Steamers&Accessories",Irons,3199,3500,0.09,4.2,1899,301
B075K76YW1,HandMixers,Unknown,979,1395,0.3,4.2,15252,416
B0BNLFQDG2,ElectricHeaters,Unknown,929,2199,0.58,3.7,4,1270
B082ZQ4479,Mills&Grinders,WetGrinders,3710,4330,0.14,3.7,1662,620
B09Y358DZQ,MixerGrinders,Unknown,2033,4295,0.53,3.4,422,2262
B09M3F4HGB,ElectricHeaters,Unknown,9495,18990,0.5,4.2,79,9495
B07VZH6ZBB,StorageWaterHeaters,Unknown,7799,12500,0.38,4,5160,4701
B07F366Z51,Kettles&HotWaterDispensers,ElectricKettles,949,2385,0.6,4.1,2311,1436
B077BTLQ67,InstantWaterHeaters,Unknown,2790,4890,0.43,3.9,588,2100
B07YSJ7FF1,"Irons,Steamers&Accessories",Irons,645,1100,0.41,4,3271,455
B07TXCY3YK,MixerGrinders,Unknown,2237.81,3899,0.43,3.9,11004,1661.19
B07TC9F7PN,StorageWaterHeaters,Unknown,8699,16899,0.49,4.2,3195,8200
B09NS5TKPN,Split-SystemAirConditioners,Unknown,42990,75990,0.43,4.3,3231,33000
B00LP9RFSU,WaterPurifierAccessories,Unknown,825,825,0,4,3246,0
B0B7L86YCB,VacuumSealers,Unknown,161,300,0.46,2.6,24,139
B09VPH38JS,InductionCooktop,Unknown,697,1499,0.54,3.8,144,802
B01MUAUOCX,SmallApplianceParts&Accessories,Unknown,688,747,0.08,4.5,2280,59
B09MB3DKG1,HalogenHeaters,Unknown,2199,3999,0.45,3.5,340,1800
B08QHLXWV3,FanHeaters,Unknown,6850,11990,0.43,3.9,144,5140
B07G147SZD,InstantWaterHeaters,Unknown,2699,3799,0.29,4,727,1100
B09LH32678,WaffleMakers&Irons,Unknown,899,1999,0.55,4,832,1100
B09R1YFL6S,FanHeaters,Unknown,1090,2999,0.64,3.5,57,1909
B07Q4NJQC5,DigitalKitchenScales,Unknown,295,599,0.51,4,1644,304
B097RN7BBK,Kettles&HotWaterDispensers,Kettle&ToasterSets,479,1999,0.76,3.4,1066,1520
B097MKZHNV,InstantWaterHeaters,Unknown,2949,4849,0.39,4.2,7968,1900
B07LG96SDB,ImmersionRods,Unknown,335,510,0.34,3.8,3195,175
B08KS2KQTK,DripCoffeeMachines,Unknown,293,499,0.41,4.1,1456,206
B095K14P86,StovetopEspressoPots,Unknown,599,1299,0.54,4.2,590,700
B08K36NZSV,WaterPurifierAccessories,Unknown,499,999,0.5,4.3,1436,500
B07LDPLSZC,"Irons,Steamers&Accessories",Irons,849,1190,0.29,4.2,4184,341
B07F1T31ZZ,DripCoffeeMachines,Unknown,249,400,0.38,4.1,693,151
B0BNDRK886,WaterPurifierAccessories,Unknown,185,599,0.69,3.9,1306,414
B09ZVJXN5L,FanHeaters,Unknown,778,999,0.22,3.3,8,221
B08JKPVDKL,CoffeeMakerAccessories,MeasuringSpoons,279,699,0.6,4.3,2326,420
B09JFR8H3Q,WaterPurifierAccessories,Unknown,215,1499,0.86,3.9,1004,1284
B07LDN9Q2P,"Irons,Steamers&Accessories",Irons,889,1295,0.31,4.3,6400,406
B08T8KWNQ9,InstantWaterHeaters,Unknown,1449,4999,0.71,3.6,63,3550
B07Y1RCCW5,InstantWaterHeaters,Unknown,1190,2550,0.53,3.8,1181,1360
B0762HXMTF,WaterFilters&Purifiers,Unknown,1799,1950,0.08,3.9,1888,151
B00K57MR22,MixerGrinders,Unknown,6120,8478,0.28,4.6,6550,2358
B07TTSS5MP,MixerGrinders,Unknown,1799,3299,0.45,3.8,1846,1500
B09ZDVL7L8,MixerGrinders,Unknown,2199,3895,0.44,3.9,1085,1696
B09XHXXCFH,Rice&PastaCookers,Unknown,3685,5495,0.33,4.1,290,1810
B0BL3R4RGS,JuicerMixerGrinders,Unknown,649,999,0.35,3.6,4,350
B07P1BR7L8,OvenToasterGrills,Unknown,8599,8995,0.04,4.4,9734,396
B078WB1VWJ,"Irons,Steamers&Accessories",Irons,1110,1599,0.31,4.3,4022,489
B0BP89YBC1,InstantWaterHeaters,Unknown,1499,3500,0.57,4.7,2591,2001
B09W9V2PXG,DigitalKitchenScales,Unknown,759,1999,0.62,4.3,532,1240
B09XTQFFCG,Vacuums&FloorCare,Vacuums,2669,3199,0.17,3.9,260,530
B08LVVTGZK,SandwichMakers,Unknown,929,1300,0.29,3.9,1672,371
B07J2BQZD6,LaundryBaskets,Unknown,199,399,0.5,3.7,7945,200
B07HK53XM4,"Irons,Steamers&Accessories",LintShavers,279,599,0.53,3.5,1367,320
B08RDWBYCQ,HandBlenders,Unknown,549,999,0.45,4,1313,450
B09FHHTL8L,IroningAccessories,SprayBottles,85,199,0.57,4.1,212,114
B0BHNHMR3H,JuicerMixerGrinders,Unknown,499,1299,0.62,3.9,65,800
B07D8VBYB4,JuicerMixerGrinders,Unknown,5865,7776,0.25,4.4,2737,1911
B0B3TBY2YX,Kettles&HotWaterDispensers,ElectricKettles,1260,2299,0.45,4.3,55,1039
B088WCFPQF,CoffeePresses,Unknown,1099,1500,0.27,4.5,1065,401
B07JZSG42Y,SandwichMakers,Unknown,1928,2590,0.26,4,2377,662
B08YRMBK9R,StorageWaterHeaters,Unknown,3249,6299,0.48,3.9,2569,3050
B00935MGHS,SandwichMakers,Unknown,1199,1795,0.33,4.2,5967,596
B07B5XJ572,Kettles&HotWaterDispensers,ElectricKettles,1456,3190,0.54,4.1,1776,1734
B086199CWG,JuicerMixerGrinders,Unknown,3349,4799,0.3,3.7,4200,1450
B0BBWJFK5C,"PressureWashers,Steam&WindowCleaners",Unknown,4899,8999,0.46,4.1,297,4100
B07GLS2563,Kettles&HotWaterDispensers,Kettle&ToasterSets,1199,1899,0.37,4.2,3858,700
B09P182Z2H,Unknown,Unknown,3290,5799,0.43,4.3,168,2509
B0B59K1C8F,"Irons,Steamers&Accessories",LintShavers,179,799,0.78,3.6,101,620
B06Y36JKC3,CoffeeMakerAccessories,MeasuringSpoons,149,300,0.5,4.1,4074,151
B075S9FVRY,MixerGrinders,Unknown,5490,7200,0.24,4.5,1408,1710
B08SJVD8QD,DigitalKitchenScales,Unknown,379,389,0.03,4.2,3739,10
B07FJNNZCJ,WaterFilters&Purifiers,Unknown,8699,13049,0.33,4.3,5891,4350
B09MFR93KS,MixerGrinders,Unknown,3041.67,5999,0.49,4,777,2957.33
B07Y5FDPKV,HandBlenders,Unknown,1745,2400,0.27,4.2,14160,655
B0756KCV5K,InductionCooktop,Unknown,3180,5295,0.4,4.2,6919,2115
B0BJ6P3LSK,WaterFilters&Purifiers,Unknown,4999,24999,0.8,4.5,287,20000
B09HS1NDRQ,LaundryBaskets,Unknown,390,799,0.51,3.8,287,409
B018SJJ0GE,RotiMakers,Unknown,1999,2999,0.33,4.4,388,1000
B09FPP3R1D,EggBoilers,Unknown,1624,2495,0.35,4.1,827,871
B01F7B2JCI,CoffeeMakerAccessories,MeasuringSpoons,184,450,0.59,4.2,4971,266
B09NNZ1GF7,"Irons,Steamers&Accessories",LintShavers,445,999,0.55,4.3,229,554
B01CS4A5V4,FanParts&Accessories,Unknown,699,1690,0.59,4.1,3524,991
B0BL11S5QK,InductionCooktop,Unknown,1601,3890,0.59,4.2,156,2289
B09BL2KHQW,WaterPurifierAccessories,Unknown,231,260,0.11,4.1,490,29
B081RLM75M,"Irons,Steamers&Accessories",LintShavers,369,599,0.38,3.9,82,230
B07SYYVP69,Kettles&HotWaterDispensers,ElectricKettles,809,1950,0.59,3.9,710,1141
B0BDZWMGZ1,MixerGrinders,Unknown,1199,2990,0.6,3.8,133,1791
B078JT7LTD,MixerGrinders,Unknown,6120,8073,0.24,4.6,2751,1953
B09WF4Q7B3,"Irons,Steamers&Accessories",Irons,1799,2599,0.31,3.6,771,800
B092R48XXB,Vacuums&FloorCare,Vacuums,18999,29999,0.37,4.1,2536,11000
B00KIDSU8S,ExhaustFans,Unknown,1999,2360,0.15,4.2,7801,361
B0977CGNJJ,StandMixers,Unknown,5999,11495,0.48,4.3,534,5496
B08WWKM5HQ,CeilingFans,Unknown,2599,4780,0.46,3.9,898,2181
B015GX9Y0W,WaffleMakers&Irons,Unknown,1199,2400,0.5,3.9,1202,1201
B089BDBDGM,LaundryBaskets,Unknown,219,249,0.12,4,1108,30
B0BPBG712X,FanHeaters,Unknown,799,1199,0.33,4.4,17,400
B00JBNZPFM,Vacuums&FloorCare,Vacuums,6199,10999,0.44,4.2,10429,4800
B08N6P8G5K,DeepFatFryers,AirFryers,6790,10995,0.38,4.5,3192,4205
B07NPBG1B4,PedestalFans,Unknown,1982.84,3300,0.4,4.1,5873,1317.16
B01MRARGBW,WaterPurifierAccessories,Unknown,199,400,0.5,4.1,1379,201
B07VZYMQNZ,Kettles&HotWaterDispensers,ElectricKettles,1180,1440,0.18,4.2,1527,260
B01L7C4IU2,CeilingFans,Unknown,2199,3045,0.28,4.2,2686,846
B09H7JDJCW,DripCoffeeMachines,Unknown,2999,3595,0.17,4,178,596
B07F6GXNPB,Vacuums&FloorCare,VacuumAccessories,253,500,0.49,4.3,2664,247
B0B97D658R,Unknown,Unknown,499,799,0.38,3.6,212,300
B09NFSHCWN,ElectricHeaters,Unknown,1149,1899,0.39,3.5,24,750
B076VQS87V,"Irons,Steamers&Accessories",Irons,457,799,0.43,4.3,1868,342
B09LMMFW3S,MilkFrothers,Unknown,229,399,0.43,3.6,451,170
B0BBLHTRM9,WaterPurifierAccessories,Unknown,199,699,0.72,2.9,159,500
B0BJYSCWFQ,WaffleMakers&Irons,Unknown,899,1999,0.55,4.2,39,1100
B0187F2IOK,HandMixers,Unknown,1499,2199,0.32,4.4,6531,700
B0B8CB7MHW,HandBlenders,Unknown,426,999,0.57,4.1,222,573
B07K19NYZ8,FanHeaters,Unknown,2320,3290,0.29,3.8,195,970
B08ZXZ362Z,Sewing&EmbroideryMachines,Unknown,1563,3098,0.5,3.5,2283,1535
B00GHL8VP2,ElectricHeaters,Unknown,3487.77,4990,0.3,4.1,1127,1502.23
B0B9JZW1SQ,MiniFoodProcessors&Choppers,Unknown,498,1200,0.59,3.2,113,702
B00TI8E7BI,Kettles&HotWaterDispensers,ElectricKettles,2695,2695,0,4.4,2518,0
B07J9KXQCC,ElectricHeaters,Unknown,949,2299,0.59,3.6,550,1350
B0B3JSWG81,"Irons,Steamers&Accessories",LintShavers,199,999,0.8,3.1,2,800
B08L7J3T31,WaterPurifierAccessories,Unknown,379,919,0.59,4,1090,540
B01M6453MB,Rice&PastaCookers,Unknown,2280,3045,0.25,4.1,4118,765
B009P2LIL4,HeatConvectors,Unknown,2219,3080,0.28,3.6,468,861
B00J5DYCCA,ExhaustFans,Unknown,1399,1890,0.26,4,8031,491
B01486F4G6,SandwichMakers,Unknown,2863,3690,0.22,4.3,6987,827
