product_id,category,sub_category,discounted_price,actual_price,discount_percentage,rating,rating_count,After_discount
B07JW9H4J1,Cables,USBCables,399,1099,0.64,4.2,24269,700
B098NS6PVG,Cables,USBCables,199,349,0.43,4,43994,150
B096MSW6CT,Cables,USBCables,199,1899,0.9,3.9,7928,1700
B08HDJ86NZ,Cables,USBCables,329,699,0.53,4.2,94363,370
B08CF3B7N1,Cables,USBCables,154,399,0.61,4.2,16905,245
B08Y1TFSP6,Cables,USBCables,149,1000,0.85,3.9,24871,851
B08WRWPM22,Cables,USBCables,176.63,499,0.65,4.1,15188,322.37
B08DDRGWTJ,Cables,USBCables,229,299,0.23,4.3,30411,70
B008IFXQFU,WirelessUSBAdapters,Unknown,499,999,0.5,4.2,179691,500
B082LZGK39,Cables,USBCables,199,299,0.33,4,43994,100
B08CF3D7QR,Cables,USBCables,154,339,0.55,4.3,13391,185
B0789LZTCJ,Cables,USBCables,299,799,0.63,4.2,94363,500
B07KSMBL2H,Cables,HDMICables,219,700,0.69,4.4,426973,481
B085DTN6R2,Cables,USBCables,350,899,0.61,4.2,2262,549
B09KLVMZ3B,Cables,USBCables,159,399,0.6,4.1,4768,240
B083342NKJ,Cables,USBCables,349,399,0.13,4.4,18757,50
B0B6F7LX4C,SmartTelevisions,Unknown,13999,24999,0.44,4.2,32840,11000
B082LSVT4B,Cables,USBCables,249,399,0.38,4,43994,150
B08WRBG3XW,Cables,USBCables,199,499,0.6,4.1,13045,300
B08DPLCM6T,SmartTelevisions,Unknown,13490,21990,0.39,4.3,11976,8500
B09C6HXFC1,Cables,USBCables,970,1799,0.46,4.5,815,829
B085194JFL,Cables,HDMICables,279,499,0.44,3.7,10962,220
B09F6S8BT6,SmartTelevisions,Unknown,13490,22900,0.41,4.3,16299,9410
B09NHVCHS9,Cables,USBCables,59,199,0.7,4,9378,140
B0B1YVCJ2Y,SmartTelevisions,Unknown,11499,19990,0.42,4.3,4703,8491
B01M4GGIVU,Cables,HDMICables,199,699,0.72,4.2,12153,500
B08B42LWKN,SmartTelevisions,Unknown,14999,19999,0.25,4.2,34899,5000
B094JNXNPV,Cables,USBCables,299,399,0.25,4,2766,100
B09W5XR9RT,Cables,USBCables,970,1999,0.51,4.4,184,1029
B077Z65HSD,Cables,USBCables,299,999,0.7,4.3,20850,700
B00NH11PEY,Cables,USBCables,199,750,0.73,4.5,74976,551
B09CMM3VGK,Cables,USBCables,179,499,0.64,4,1934,320
B08QSC1XY8,Cables,USBCables,389,1099,0.65,4.3,974,710
B008FWZGSG,Cables,USBCables,599,599,0,4.3,355,0
B0B4HJNPV4,Cables,USBCables,199,999,0.8,3.9,1075,800
B08Y1SJVV5,Cables,USBCables,99,666.66,0.85,3.9,24871,567.66
B07XLCFSSN,Cables,USBCables,899,1900,0.53,4.4,13552,1001
B09RZS1NQT,Cables,USBCables,199,999,0.8,4,576,800
B0B3MMYHYW,SmartTelevisions,Unknown,32999,45999,0.28,4.2,7298,13000
B09C6HWG18,Cables,USBCables,970,1999,0.51,4.2,462,1029
B00NH11KIK,Cables,USBCables,209,695,0.7,4.5,107687,486
B09JPC82QC,SmartTelevisions,Unknown,19999,34999,0.43,4.3,27151,15000
B07JW1Y6XV,Cables,USBCables,399,1099,0.64,4.2,24269,700
B07KRCW6LZ,WirelessUSBAdapters,Unknown,999,1599,0.38,4.3,12093,600
B09NJN8L25,Cables,USBCables,59,199,0.7,4,9378,140
B07XJYYH7L,Cables,USBCables,333,999,0.67,3.3,9792,666
B002PD61Y4,WirelessUSBAdapters,Unknown,507,1208,0.58,4.1,8131,701
B014I8SSD0,Cables,HDMICables,309,475,0.35,4.4,426973,166
B09L8DSSFH,RemoteControls,Unknown,399,999,0.6,3.6,493,600
B07232M876,Cables,USBCables,199,395,0.5,4.2,92595,196
B07P681N66,WirelessUSBAdapters,Unknown,1199,2199,0.45,4.4,24780,1000
B0711PVX6Z,Cables,USBCables,179,500,0.64,4.2,92595,321
B082T6V3DT,Cables,USBCables,799,2100,0.62,4.3,8188,1301
B07MKFNHKG,StandardTelevisions,Unknown,6999,12999,0.46,4.2,4003,6000
B0BFWGBX61,Cables,USBCables,199,349,0.43,4.1,314,150
B01N90RZ4M,RemoteControls,Unknown,230,499,0.54,3.7,2960,269
B0088TKTY2,WirelessUSBAdapters,Unknown,649,1399,0.54,4.2,179691,750
B09Q5SWVBJ,SmartTelevisions,Unknown,15999,21999,0.27,4.2,34899,6000
B0B4DT8MKT,Cables,USBCables,348,1499,0.77,4.2,656,1151
B08CDKQ8T6,Cables,USBCables,154,349,0.56,4.3,7064,195
B07B275VN9,RemoteControls,Unknown,179,799,0.78,3.7,2201,620
B0B15CPR37,SmartTelevisions,Unknown,32990,47900,0.31,4.3,7109,14910
B0994GFWBH,Cables,USBCables,139,999,0.86,4,1313,860
B01GGKZ0V6,Cables,USBCables,329,845,0.61,4.2,29746,516
B09F9YQQ7B,SmartTelevisions,Unknown,13999,24999,0.44,4.2,45238,11000
B014I8SX4Y,Cables,HDMICables,309,1400,0.78,4.4,426973,1091
B09Q8HMKZX,Cables,USBCables,263,699,0.62,4.1,450,436
B0B9XN9S3W,StandardTelevisions,Unknown,7999,14990,0.47,4.3,457,6991
B07966M8XH,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,1599,2999,0.47,4.2,2727,1400
B01GGKYKQM,Cables,USBCables,219,700,0.69,4.3,20053,481
B0B86CDHL1,Cables,USBCables,349,899,0.61,4.5,149,550
B0B5ZF3NRK,Cables,USBCables,349,599,0.42,4.1,210,250
B09RFC46VP,SmartTelevisions,Unknown,26999,42999,0.37,4.2,45238,16000
B08R69VDHT,Cables,USBCables,115,499,0.77,4,7732,384
B09RWZRCP1,Cables,USBCables,399,999,0.6,4.1,1780,600
B09CMP1SC8,Cables,USBCables,199,499,0.6,4.1,602,300
B09YLXYP7Y,Cables,USBCables,179,399,0.55,4,1423,220
B09ZPM4C2C,SmartTelevisions,Unknown,10901,30990,0.65,4.1,398,20089
B0B2DJDCPX,Cables,USBCables,209,499,0.58,3.9,536,290
B0BCZCQTJX,RemoteControls,Unknown,1434,3999,0.64,4,32,2565
B07LGT55SJ,Cables,USBCables,399,1099,0.64,4.2,24269,700
B09NKZXMWJ,Cables,USBCables,139,249,0.44,4,9378,110
B08QX1CC14,SmartTelevisions,Unknown,7299,19125,0.62,3.4,902,11826
B0974H97TJ,Cables,USBCables,299,799,0.63,4.4,28791,500
B07GVGTSLN,Cables,USBCables,325,1299,0.75,4.2,10576,974
B09VCHLSJF,SmartTelevisions,Unknown,29999,39999,0.25,4.2,7298,10000
B0B1YZX72F,SmartTelevisions,Unknown,27999,40990,0.32,4.3,4703,12991
B092BJMT8Q,SmartTelevisions,Unknown,30990,52900,0.41,4.3,7109,21910
B0BMXMLSMM,Cables,USBCables,199,999,0.8,4.5,127,800
B07JH1C41D,Cables,USBCables,649,1999,0.68,4.2,24269,1350
B0141EZMAI,WirelessUSBAdapters,Unknown,269,800,0.66,3.6,10134,531
B09Q5P2MT3,SmartTelevisions,Unknown,24999,31999,0.22,4.2,34899,7000
B08HDH26JX,Cables,USBCables,299,699,0.57,4.2,94363,400
B09VT6JKRP,Cables,USBCables,199,999,0.8,4.1,425,800
B09T3KB6JZ,SmartTelevisions,Unknown,18990,40990,0.54,4.2,6659,22000
B093QCY6YJ,WirelessUSBAdapters,Unknown,290,349,0.17,3.7,1977,59
B093ZNQZ2Y,RemoteControls,Unknown,249,799,0.69,3.8,1079,550
B08LKS3LSP,Cables,USBCables,345,999,0.65,3.7,1097,654
B00V4BGDKU,WirelessUSBAdapters,Unknown,1099,1899,0.42,4.5,22420,800
B08CHKQ8D4,Cables,USBCables,719,1499,0.52,4.1,1045,780
B09BW334ML,RemoteControls,Unknown,349,1499,0.77,4.3,4145,1150
B082T6GVLJ,Cables,USBCables,849,1809,0.53,4.3,6547,960
B07DL1KC3H,RemoteControls,Unknown,299,899,0.67,4,1588,600
B0B6F98KJJ,SmartTelevisions,Unknown,21999,29999,0.27,4.2,32840,8000
B07JNVF678,Cables,USBCables,349,999,0.65,4.2,13120,650
B09QGZFBPM,Cables,USBCables,399,999,0.6,4.3,2806,600
B07JGDB5M1,Cables,USBCables,449,1299,0.65,4.2,24269,850
B0981XSZJ7,Cables,USBCables,299,999,0.7,4.3,766,700
B0B9XLX8VR,SmartTelevisions,Unknown,37999,65000,0.42,4.3,3587,27001
B08Y5KXR6Z,Cables,USBCables,99,800,0.88,3.9,24871,701
B09F6VHQXB,StandardTelevisions,Unknown,7390,20000,0.63,4.1,2581,12610
B0974G5Q2Y,Cables,USBCables,273.1,999,0.73,4.3,20850,725.9
B09YL9SN9B,SmartTelevisions,Unknown,15990,23990,0.33,4.3,1035,8000
B09RX1FK54,Cables,USBCables,399,999,0.6,4.1,1780,600
B09TT6BFDX,RemoteControls,Unknown,399,1999,0.8,4.5,505,1600
B09KH58JZR,Cables,USBCables,210,399,0.47,4.1,1717,189
B09DDCQFMT,RemoteControls,Unknown,1299,1999,0.35,3.6,590,700
B08RP2L2NL,Cables,USBCables,347,999,0.65,3.5,1121,652
B0B4G2MWSB,Cables,USBCables,149,999,0.85,4,1313,850
B0B21C4BMX,Cables,USBCables,228,899,0.75,3.8,132,671
B084MZXJNK,Cables,USBCables,1599,1999,0.2,4.4,1951,400
B0BHZCNC4P,RemoteControls,Unknown,1499,3999,0.63,3.7,37,2500
B0B16KD737,SmartTelevisions,Unknown,8499,15999,0.47,4.3,592,7500
B099K9ZX65,SmartTelevisions,Unknown,20990,44990,0.53,4.1,1259,24000
B08Y55LPBF,SmartTelevisions,Unknown,32999,44999,0.27,4.2,45238,12000
B015OW3M1W,Cables,HDMICables,799,1700,0.53,4.1,28638,901
B01D5H8ZI8,Cables,HDMICables,229,595,0.62,4.3,12835,366
B09X1M3DHX,SmartTelevisions,Unknown,9999,27990,0.64,4.2,1269,17991
B09MM6P76N,RemoteControls,Unknown,349,599,0.42,4.2,284,250
B01D5H8LDM,Cables,RCACables,489,1200,0.59,4.4,69538,711
B0B1YY6JJL,SmartTelevisions,Unknown,23999,34990,0.31,4.3,4703,10991
B09QGZM8QB,Cables,USBCables,399,999,0.6,4.3,2806,600
B08L4SBJRY,SpeakerAccessories,Mounts,349,1299,0.73,4,3295,950
B09X79PP8F,Cables,USBCables,179,299,0.4,3.9,81,120
B082T6GVG9,Cables,USBCables,689,1500,0.54,4.2,42301,811
B0B3XY5YT4,SmartTelevisions,Unknown,30990,49990,0.38,4.3,1376,19000
B0B4HKH19N,Cables,USBCables,249,931,0.73,3.9,1075,682
B08TGG316Z,Cables,HDMICables,999,2399,0.58,4.6,3664,1400
B071VMP1Z4,RemoteControls,Unknown,399,399,0,3.9,1951,0
B071SDRGWL,Cables,USBCables,349,699,0.5,4.3,20850,350
B08PSQRW2T,Cables,USBCables,399,1099,0.64,4.1,2685,700
B0859M539M,WirelessUSBAdapters,Unknown,1699,2999,0.43,4.4,24780,1300
B08RX8G496,RemoteControls,Unknown,655,1099,0.4,3.2,285,444
B002SZEOLG,WirelessUSBAdapters,Unknown,749,1339,0.44,4.2,179692,590
B08CS3BT4L,SmartTelevisions,Unknown,9999,12999,0.23,4.2,6088,3000
B00RFWNJMC,RemoteControls,Unknown,195,499,0.61,3.7,1383,304
B082T6GXS5,Cables,USBCables,999,2100,0.52,4.5,5492,1101
B09CMQRQM6,Cables,USBCables,499,899,0.44,4.2,919,400
B005LJQMCK,Cables,OpticalCables,416,599,0.31,4.2,30023,183
B09C6H53KH,Cables,USBCables,368,699,0.47,4.2,387,331
B0BB3CBFBM,SmartTelevisions,Unknown,29990,65000,0.54,4.1,211,35010
B08QSDKFGQ,Cables,USBCables,339,1099,0.69,4.3,974,760
B08PV1X771,SmartTelevisions,Unknown,15490,20900,0.26,4.3,16299,5410
B07YTNKVJQ,Cables,USBCables,499,1299,0.62,4.3,30411,800
B0117H7GZ6,WirelessUSBAdapters,Unknown,249,399,0.38,3.4,4642,150
B09XJ1LM7R,RemoteControls,Unknown,399,799,0.5,4.3,12,400
B084N133Y7,Cables,USBCables,1499,1999,0.25,4.4,1951,500
B088Z1YWBC,Unknown,Unknown,9490,15990,0.41,3.9,10480,6500
B07VSG5SXZ,Cables,HDMICables,637,1499,0.58,4.1,24,862
B08RWCZ6SY,RemoteControls,Unknown,399,899,0.56,3.9,254,500
B07KSB1MLX,Cables,OpticalCables,1089,1600,0.32,4,3565,511
B081FG1QYX,Cables,USBCables,339,999,0.66,4.3,6255,660
B08R69WBN7,Cables,USBCables,149,499,0.7,4,7732,350
B0B3RHX6B6,Cables,USBCables,149,399,0.63,3.9,57,250
B084N18QZY,Cables,USBCables,599,849,0.29,4.5,577,250
B081NHWT6Z,RemoteControls,Unknown,299,1199,0.75,3.9,1193,900
B07JPJJZ2H,Cables,USBCables,399,1299,0.69,4.2,13120,900
B09JKNF147,RemoteControls,Unknown,339,1999,0.83,4,343,1660
B0B9959XF3,SmartTelevisions,Unknown,12499,22990,0.46,4.3,1611,10491
B09PNR6F8Q,Cables,USBCables,249,399,0.38,4,6558,150
B07M69276N,WirelessUSBAdapters,Unknown,1399,2499,0.44,4.4,23169,1100
B0B1YZ9CB8,SmartTelevisions,Unknown,32999,47990,0.31,4.3,4703,14991
B09YLYB9PB,Cables,USBCables,149,399,0.63,4,1423,250
B08CTNJ985,Cables,USBCables,325,999,0.67,4.3,2651,674
B0BP7XLX48,Cables,USBCables,399,1999,0.8,5,5,1600
B09LHXNZLR,WirelessUSBAdapters,Unknown,199,499,0.6,3.7,612,300
B0B3N8VG24,Cables,USBCables,88,299,0.71,4,9378,211
B08PSVBB2X,Cables,USBCables,399,1099,0.64,4.1,2685,700
B0B3MQXNFB,Cables,USBCables,57.89,199,0.71,4,9378,141.11
B08XMSKKMM,RemoteControls,Unknown,799,1999,0.6,3.3,576,1200
B09L8DT7D6,RemoteControls,Unknown,205,499,0.59,3.8,313,294
B00GE55L22,Cables,USBCables,299,699,0.57,4.1,2957,400
B0162K34H2,Cables,USBCables,849,999,0.15,4.1,6736,150
B0B8SRZ5SV,Cables,USBCables,949,1999,0.53,4.4,13552,1050
B07CWNJLPC,Cables,USBCables,499,1200,0.58,4.3,5451,701
B00NH12R1O,Cables,USBCables,299,485,0.38,4.3,10911,186
B0B8SSC5D9,Cables,USBCables,949,1999,0.53,4.4,13552,1050
B08WKG2MWT,Cables,USBCables,379,1099,0.66,4.3,2806,720
B0B466C3G4,SmartTelevisions,Unknown,8990,18990,0.53,3.9,350,10000
B005LJQMZC,Cables,OpticalCables,486,1999,0.76,4.2,30023,1513
B07MDRGHWQ,StandardTelevisions,Unknown,5699,11000,0.48,4.2,4003,5301
B07DC4RZPY,Cables,USBCables,709,1999,0.65,4.1,178817,1290
B0B15GSPQW,SmartTelevisions,Unknown,47990,70900,0.32,4.3,7109,22910
B08GJNM9N7,RemoteControls,Unknown,299,1199,0.75,3.7,490,900
B09C6FML9B,Cables,USBCables,320,599,0.47,4.1,491,279
B0B65MJ45G,Cables,USBCables,139,549,0.75,3.9,61,410
B08P9RYPLR,Cables,USBCables,129,249,0.48,4,9378,120
B0B6F8HHR6,SmartTelevisions,Unknown,24999,35999,0.31,4.2,32840,11000
B084MZXJN6,Cables,USBCables,999,1699,0.41,4.4,7318,700
B08XMG618K,Cables,USBCables,225,499,0.55,4.1,789,274
B0BCKWZ884,RemoteControls,Unknown,547,2999,0.82,4.3,407,2452
B00GGGOYEK,Cables,USBCables,259,699,0.63,3.8,2399,440
B07ZR4S1G4,RemoteControls,Unknown,239,699,0.66,4.4,2640,460
B09C635BMM,RemoteControls,Unknown,349,999,0.65,4,839,650
B00GG59HU2,Cables,HDMICables,467,599,0.22,4.4,44054,132
B00RGLI0ZS,Cables,USBCables,449,599,0.25,4,3231,150
B09ZPJT8B2,SmartTelevisions,Unknown,11990,31990,0.63,4.2,64,20000
B07HZ2QCGR,Cables,USBCables,350,599,0.42,3.9,8314,249
B095244Q22,Cables,USBCables,252,999,0.75,3.7,2249,747
B08CKW1KH9,RemoteControls,Unknown,204,599,0.66,3.6,339,395
B0BLV1GNLN,Unknown,Unknown,6490,9990,0.35,4,27,3500
B08RHPDNVV,RemoteControls,Unknown,235,599,0.61,3.5,197,364
B00NH13Q8W,Cables,USBCables,299,800,0.63,4.5,74977,501
B0B8SSZ76F,Cables,USBCables,799,1999,0.6,4.2,8583,1200
B0841KQR1Z,RemoteControls,Unknown,299,999,0.7,3.8,928,700
B0B467CCB9,StandardTelevisions,Unknown,6999,16990,0.59,3.8,110,9991
B095JQVC7N,SmartTelevisions,Unknown,42999,59999,0.28,4.1,6753,17000
B08PPHFXG3,Cables,HDMICables,173,999,0.83,4.3,1237,826
B06XR9PR5X,Adapters,Unknown,209,600,0.65,4.4,18872,391
B09JSW16QD,Cables,USBCables,848.99,1490,0.43,3.9,356,641.01
B07JH1CBGW,Cables,USBCables,649,1999,0.68,4.2,24269,1350
B09127FZCK,RemoteControls,Unknown,299,899,0.67,3.8,425,600
B083GQGT3Z,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,399,799,0.5,4.1,1161,400
B09Q8WQ5QJ,Cables,USBCables,249,499,0.5,4.1,1508,250
B07YZG8PPY,SatelliteReceivers,Unknown,1249,2299,0.46,4.3,7636,1050
B09H39KTTB,RemoteControls,Unknown,213,499,0.57,3.7,246,286
B08DCVRW98,RemoteControls,Unknown,209,499,0.58,4,479,290
B0718ZN31Q,Cables,HDMICables,598,4999,0.88,4.2,910,4401
B0162LYSFS,Cables,USBCables,799,1749,0.54,4.1,5626,950
B07PFJ5VQD,Cables,USBCables,159,595,0.73,4.3,14184,436
B01J8S6X2I,Cables,DVICables,499,1100,0.55,4.4,25177,601
B09MJ77786,SmartTelevisions,Unknown,31999,49999,0.36,4.3,21252,18000
B09NNGHG22,SmartTelevisions,Unknown,32990,56790,0.42,4.3,567,23800
B07V5YF4ND,RemoteControls,Unknown,299,1199,0.75,3.5,466,900
B0B65P827P,Cables,USBCables,128.31,549,0.77,3.9,61,420.69
B084MZYBTV,Cables,USBCables,599,849,0.29,4.5,474,250
B097ZQTDVZ,RemoteControls,Unknown,399,899,0.56,3.4,431,500
B0B5F3YZY4,Cables,USBCables,449,1099,0.59,4,242,650
B09G5TSGXV,Cables,USBCables,254,799,0.68,4,2905,545
B006LW0WDQ,Cables,SpeakerCables,399,795,0.5,4.4,12091,396
B09YLX91QR,Cables,USBCables,179,399,0.55,4,1423,220
B081FJWN52,Cables,USBCables,339,999,0.66,4.3,6255,660
B0758F7KK7,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,399,999,0.6,4,1236,600
B09L835C3V,RemoteControls,Unknown,199,399,0.5,4.2,1335,200
B098TV3L96,RemoteControls,Unknown,349,1999,0.83,3.8,197,1650
B08NCKT9FG,Cables,USBCables,299,798,0.63,4.4,28791,499
B0B4T6MR8N,Cables,USBCables,89,800,0.89,3.9,1075,711
B01GGKZ4NU,Cables,USBCables,549,995,0.45,4.2,29746,446
B09BW2GP18,Cables,USBCables,129,1000,0.87,3.9,295,871
B09WN3SRC7,SmartTelevisions,Unknown,77990,139900,0.44,4.7,5935,61910
B09B125CFJ,RemoteControls,Unknown,349,799,0.56,3.6,323,450
B09RQRZW2X,RemoteControls,Unknown,499,899,0.44,3.7,185,400
B07924P3C5,Cables,USBCables,299,799,0.63,4.2,2117,500
B08N1WL9XW,Cables,USBCables,182,599,0.7,4,9378,417
B07VVXJ2P5,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,96,399,0.76,3.6,1796,303
B0BC8BQ432,SmartTelevisions,Unknown,54990,85000,0.35,4.3,3587,30010
B06XFTHCNY,Cables,RCACables,439,758,0.42,4.2,4296,319
B08CT62BM1,Cables,USBCables,299,999,0.7,4.3,2651,700
B07CRL2GY6,Cables,USBCables,299,799,0.63,4.2,94363,500
B07DWFX9YS,Cables,USBCables,789,1999,0.61,4.2,34540,1210
B01D5H90L4,Cables,HDMICables,299,700,0.57,4.4,8714,401
B07F1P8KNV,Cables,USBCables,325,1099,0.7,4.2,10576,774
B084N1BM9L,Cables,USBCables,1299,1999,0.35,4.4,7318,700
B09F6D21BY,RemoteControls,Unknown,790,1999,0.6,3,103,1209
B09LQQYNZQ,StreamingClients,Unknown,4699,4699,0,4.5,224,0
B0BC9BW512,SmartTelevisions,Unknown,18999,24990,0.24,4.3,4702,5991
B0B61HYR92,Cables,USBCables,199,999,0.8,4.2,85,800
B075ZTJ9XR,Cables,HDMICables,269,650,0.59,4.4,35877,381
B0978V2CP6,Unknown,Unknown,1990,3100,0.36,4,897,1110
B09LRZYBH1,TowerSpeakers,Unknown,2299,3999,0.43,3.8,282,1700
B0B997FBZT,SmartTelevisions,Unknown,35999,49990,0.28,4.3,1611,13991
B098LCVYPW,RemoteControls,Unknown,349,999,0.65,4.2,513,650
B09HV71RL1,Cables,USBCables,719,1499,0.52,4.1,1045,780
B08PZ6HZLT,SmartTelevisions,Unknown,8999,18999,0.53,4,6347,10000
B075TJHWVC,SatelliteReceivers,Unknown,917,2299,0.6,4.2,3300,1382
B09LV13JFB,RemoteControls,Unknown,399,999,0.6,3.3,23,600
B092BL5DCX,SmartTelevisions,Unknown,45999,69900,0.34,4.3,7109,23901
B09VH568H7,Cables,USBCables,119,299,0.6,3.8,51,180
B09HQSV46W,SmartTelevisions,Unknown,21999,29999,0.27,4.2,32840,8000
B08TZD7FQN,RemoteControls,Unknown,299,599,0.5,3.7,708,300
B0B21XL94T,SmartTelevisions,Unknown,21990,34990,0.37,4.3,1657,13000
B09PTT8DZF,Cables,USBCables,417.44,670,0.38,3.9,523,252.56
B0B94JPY2N,Cables,USBCables,199,999,0.8,3,,800
B0B3XXSB1K,SmartTelevisions,Unknown,47990,79990,0.4,4.3,1376,32000
B08RZ12GKR,RemoteControls,Unknown,215,499,0.57,3.5,121,284
B0B4T8RSJ1,Cables,USBCables,99,800,0.88,3.9,1075,701
B0B7B9V9QP,SmartTelevisions,Unknown,18999,35000,0.46,4,1001,16001
B08XXVXP3J,Cables,USBCables,249,999,0.75,4.3,112,750
B06XGWRKYT,StandardTelevisions,Unknown,7999,15999,0.5,3.8,3022,8000
B07CWDX49D,Cables,USBCables,649,1600,0.59,4.3,5451,951
B09TY4MSH3,RemoteControls,Unknown,1289,2499,0.48,3.3,73,1210
B07RY2X9MP,Cables,HDMICables,609,1500,0.59,4.5,1029,891
B0B2C5MJN6,SmartTelevisions,Unknown,32990,54990,0.4,4.1,1555,22000
B0BBMGLQDW,Cables,HDMICables,599,1999,0.7,4.2,47,1400
B01LONQBDG,Cables,USBCables,349,899,0.61,4.1,14896,550
B08XXF5V6G,SmartTelevisions,Unknown,29999,50999,0.41,4.4,1712,21000
B09HK9JH4F,RemoteControls,Unknown,199,399,0.5,4.2,1335,200
B09MMD1FDN,RemoteControls,Unknown,349,699,0.5,3.9,214,350
B09HN7LD5L,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,1850,4500,0.59,4,184,2650
B0BNDD9TN6,Unknown,Unknown,13990,28900,0.52,4.5,7,14910
B0941392C8,Cables,USBCables,129,449,0.71,3.7,41,320
B01M5967SY,Cables,HDMICables,379,999,0.62,4.2,12153,620
B016MDK4F4,Cables,HDMICables,185,499,0.63,4.2,25,314
B08G43CCLC,WirelessUSBAdapters,Unknown,218,999,0.78,4.2,163,781
B0B61GCHC1,Cables,USBCables,199,999,0.8,4.3,87,800
B07RX14W1Q,Cables,HDMICables,499,900,0.45,4.4,2165,401
B09PLD9TCD,SmartTelevisions,Unknown,26999,42999,0.37,4.2,1510,16000
B0B8ZKWGKD,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,893,1052,0.15,4.3,106,159
B09NNJ9WYM,SmartTelevisions,Unknown,10990,19990,0.45,3.7,129,9000
B08H5L8V1L,Cables,USBCables,379,1099,0.66,4.3,3049,720
B0B8CXTTG3,SmartTelevisions,Unknown,16999,25999,0.35,4.2,32840,9000
B09HCH3JZG,Cables,HDMICables,699,1899,0.63,4.4,390,1200
B097JVLW3L,3DGlasses,Unknown,2699,3500,0.23,3.5,621,801
B09SB6SJB4,Cables,USBCables,129,599,0.78,4.1,265,470
B08NW8GHCJ,Cables,USBCables,389,999,0.61,4.3,838,610
B09YHLPQYT,RemoteControls,Unknown,246,600,0.59,4.2,143,354
B08G1RW2Q3,Cables,USBCables,299,799,0.63,4,151,500
B08YXJJW8H,RemoteControls,Unknown,247,399,0.38,3.9,200,152
B09P8M18QM,RemoteControls,Unknown,1369,2999,0.54,3.3,227,1630
B08BG4M4N7,RemoteControls,Unknown,199,499,0.6,3.8,538,300
B07VJ9ZTXS,Cables,HDMICables,299,599,0.5,4,171,300
B084872DQY,SmartTelevisions,Unknown,14999,14999,0,4.3,27508,0
B00GGGOYEU,Cables,USBCables,299,699,0.57,3.9,1454,400
B08FD2VSD9,SmartTelevisions,Unknown,24990,51990,0.52,4.2,2951,27000
B0BQRJ3C47,Cables,USBCables,249,999,0.75,5,,750
B095JPKPH3,SmartTelevisions,Unknown,61999,69999,0.11,4.1,6753,8000
B087JWLZ2K,SmartTelevisions,Unknown,24499,50000,0.51,3.9,3518,25501
B09DSXK8JX,SmartTelevisions,Unknown,10499,19499,0.46,4.2,1510,9000
B08V9C4B1J,Cables,USBCables,349,999,0.65,4.3,838,650
B08PKBMJKS,RemoteControls,Unknown,197,499,0.61,3.8,136,302
B0B8VQ7KDS,SatelliteReceivers,Unknown,1299,2499,0.48,4.3,301,1200
B086JTMRYL,Cables,USBCables,1519,1899,0.2,4.4,19763,380
B09RWQ7YR6,SmartTelevisions,Unknown,46999,69999,0.33,4.3,21252,23000
B00OFM6PEO,Cables,USBCables,299,799,0.63,4.3,1902,500
